;CUST_ID;BALANCE;PURCHASES;ONEOFF_PURCHASES;INSTALLMENTS_PURCHASES;CASH_ADVANCE;CASH_ADVANCE_TRX;PURCHASES_TRX;CREDIT_LIMIT;PAYMENTS;MINIMUM_PAYMENTS;PRC_FULL_PAYMENT;BALANCE;PURCHASES;ONEOFF_PURCHASES;PURCHASES_INSTALLMENTS;CASH_ADVANCE;TENURE
;C11718;104,57287;937,56;630;307,56;0;0;13;6000;870,874657;179,369855;0,583333;1;0,666667;0,083333;0,666667;0;12
;C15136;4274,488095;0;0;0;12527,49129;17;0;10500;9836,835644;1115,092967;0,083333;1;0;0;0;0,583333;12
;C15544;2722,600219;0;0;0;234,473649;2;0;3000;638,102089;653,783205;0;1;0;0;0;0,083333;12
;C14983;855,811816;1960,18;306,18;1654;271,838738;1;42;3000;2043,814652;324,863481;0,1;1;1;0,083333;0,916667;0,083333;12
;C11720;75,070011;898,45;0;898,45;0;0;11;4000;743,358844;146,723712;1;0,9;0,9;0;0,8;0;10
;C13437;146,647091;866,57;684,87;181,7;0;0;12;2500;1085,866453;119,015325;0,090909;1;0,5;0,333333;0,166667;0;12
;C16610;710,811464;633,87;320;313,87;672,991175;4;17;1000;474,226839;686,170196;0;0,75;0,75;0,125;0,625;0,25;8
;C18967;45,747578;0;0;0;201,529984;2;0;1200;491,502618;106,285;0,333333;0,363636;0;0;0;0,083333;12
;C13989;39,557369;45,65;45,65;0;0;0;1;3000;831,294005;237,52827;0;0,363636;0,083333;0,083333;0;0;12
;C12038;107,801738;922,64;876,3;46,34;0;0;16;9500;912,762084;168,173968;0,181818;1;1;1;0,083333;0;12
;C11816;4210,323012;1210,31;139,02;1071,29;1817,321515;2;52;7500;8138,429479;1070,026829;0,083333;1;1;1;1;0,166667;12
;C14712;151,194794;2634,7;2411,53;223,17;0;0;42;7500;2295,964836;103,773786;0,5;0,818182;1;1;0,363636;0;11
;C11367;245,199649;2241,84;2241,84;0;0;0;27;6000;2033,297863;161,507699;0,2;1;0,916667;0,916667;0;0;12
;C12736;32,915398;192,99;68,6;124,39;0;0;5;6000;153,983501;137,922744;0,090909;0,727273;0,333333;0,083333;0,25;0;12
;C14637;86,661044;709,98;0;709,98;0;0;12;1000;727,104508;168,805075;0,166667;1;1;0;0,916667;0;12
;C15939;473,807764;546,94;0;546,94;0;0;19;7000;1612,129418;121,996148;0;0,818182;1;0;1;0;12
;C17479;1205,024103;1247,43;0;1247,43;0;0;41;1000;1314,358147;2812,820485;0;1;1;0;1;0;12
;C17282;1155,787246;142;12;130;178,259834;1;5;1200;429,827489;522,914621;0;1;0,416667;0,083333;0,333333;0,083333;12
;C11230;32,779456;212,58;160,48;52,1;279,524631;5;8;1500;338,58363;115,81103;0,2;1;0,5;0,333333;0,166667;0,416667;12
;C16765;1421,169324;0;0;0;37,440222;2;0;1500;224,088112;481,629486;0;1;0;0;0;0,2;10
;C15256;7057,524237;2761,76;163;2598,76;2317,636143;5;121;7000;3083,16422;8724,958739;0;1;0,916667;0,166667;0,75;0,25;12
;C14117;99,029726;1496,87;429,27;1067,6;0;0;48;5000;1760,086698;164,9079;0,416667;1;0,916667;0,333333;0,833333;0;12
;C10007;627,260806;7091,01;6402,63;688,38;0;0;64;13500;6354,314328;198,065894;1;1;1;1;1;0;12
;C10318;133,911556;1446,05;544,45;901,6;0;0;16;3500;1364,121036;186,240772;0,833333;1;1;0,083333;1;0;12
;C11555;5925,82931;0;0;0;468,344852;2;0;6500;1402,586222;2083,396706;0;1;0;0;0;0,166667;12
;C12204;422,723099;344,86;344,86;0;0;0;4;8500;1499,598264;185,217625;0;0,727273;0,25;0,25;0;0;12
;C13524;1965,881663;3782,09;2450;1332,09;0;0;11;1800;3988,944816;2687,313856;0,083333;1;0,833333;0,083333;0,666667;0;12
;C11298;939,102758;0;0;0;3470,939551;4;0;4000;501,827788;855,39844;0;0,363636;0;0;0;0,166667;12
;C10149;10598,46777;2084,48;1300,48;784;0;0;13;21500;3219,621433;3068,125648;0;1;0,666667;0,416667;0,583333;0;12
;C15482;3028,512053;0;0;0;353,51025;10;0;3000;820,085077;1187,871281;0;1;0;0;0;0,583333;12
;C10487;6426,639738;4462,86;2816,46;1646,4;4599,625146;11;103;11800;1793,043228;3101,01703;0;1;1;0,833333;0,916667;0,333333;12
;C18747;3,364738;582,94;0;582,94;0;0;5;2000;28,013889;14,845744;0;0,272727;0,416667;0;0,416667;0;12
;C11701;3272,586986;1146,57;991,58;154,99;0;0;20;12000;1132,705302;762,149727;0;1;1;1;0,5;0;12
;C18210;110,983174;458,47;458,47;0;0;0;3;2000;414,618729;176,175087;0;1;0,25;0,25;0;0;12
;C15678;760,884589;2940,79;2644,17;296,62;103,179579;1;53;11500;426,798145;113,262756;0;0,833333;0,833333;0,833333;0,333333;0,166667;6
;C18809;1231,092907;250;250;0;782,610563;5;1;1800;1116,543176;409,577742;0;1;0,083333;0,083333;0;0,25;12
;C12874;801,513783;1697,02;1217,02;480;0;0;40;5500;959,353093;296,563549;0;1;1;1;1;0;12
;C18823;1283,337407;1022,41;171,6;850,81;1158,035224;5;16;1200;846,998942;1838,41015;0;1;0,875;0,125;0,75;0,25;8
;C18356;21,181957;431,7;151,7;280;0;0;5;3000;592,236231;162,941232;1;0,363636;0,333333;0,083333;0,25;0;12
;C16025;177,696201;2799,53;929,67;1869,86;0;0;59;3000;2687,141741;177,614322;0,166667;1;1;0,416667;1;0;12
;C11586;131,459201;705,84;0;705,84;0;0;11;13500;669,589;208,164096;0,454545;1;0,916667;0;0,916667;0;12
;C10537;1191,584153;4238,79;2220,39;2018,4;0;0;33;10500;3528,728592;287,515344;0,083333;1;1;0,5;1;0;12
;C18921;1929,555023;621,11;621,11;0;6691,286753;29;5;6000;2406,905963;549,02708;0;1;0,333333;0,333333;0;0,666667;12
;C15443;66,842287;908,34;723,02;185,32;0;0;14;6500;788,60284;177,213829;0,5;1;1;1;0,083333;0;12
;C11257;233,393741;2346,94;1829,5;517,44;0;0;39;4500;2029,208283;155,235425;0,875;1;0,916667;0,75;0,75;0;12
;C10333;6719,376505;0;0;0;2443,262416;7;0;7500;1493,089193;2488,976669;0;1;0;0;0;0,333333;12
;C14090;423,972293;0;0;0;1677,787494;4;0;1500;316,450771;110,828101;0;0,454545;0;0;0;0,333333;12
;C12390;74,34204;724,52;200;524,52;0;0;13;4000;529,362717;189,362616;0,916667;1;1;0,083333;1;0;12
;C11139;3140,698358;1961,78;1107,29;854,49;0;0;24;6000;5361,346807;742,308918;0;1;1;0,166667;1;0;12
;C18510;96,698289;1052,28;0;1052,28;0;0;23;2000;930,197472;180,400196;0,833333;1;1;0;1;0;12
;C11996;1663,967468;0;0;0;2123,721395;9;0;2500;1566,483167;391,114652;0;1;0;0;0;0,333333;12
;C18479;3748,676835;967,5;217,5;750;4420,346154;12;6;4000;2036,146258;2006,976997;0;1;0,5;0,083333;0,333333;0,5;12
;C15287;1630,991993;578,9;0;578,9;145,230653;1;20;2500;574,051951;940,119465;0;1;0,666667;0;0,583333;0,083333;12
;C15147;368,330629;1029,29;1029,29;0;0;0;6;6500;1393,630631;170,881343;0;1;0,416667;0,416667;0;0;12
;C17622;1441,993476;0;0;0;2464,684708;5;0;3000;3206,577257;481,175275;0;0,909091;0;0;0;0,333333;12
;C18856;0,065402;69;0;69;0;0;1;1500;506,68867;62,491042;0;0,090909;0,083333;0;0,083333;0;12
;C14979;889,767658;2997,02;1823,02;1174;0;0;22;7000;2199,48968;244,279734;0;1;0,916667;0,416667;0,916667;0;12
;C18175;1039,267052;0;0;0;3172,729359;3;0;3500;5240,282775;456,342225;0,090909;0,909091;0;0;0;0,166667;12
;C16855;20,502046;53,36;0;53,36;0;0;3;2500;88,897909;144,512685;0;0,818182;0,25;0;0,166667;0;12
;C10339;850,630114;0,05;0,05;0;1700,634586;7;1;1000;1084,281127;367,409536;0;1;0,083333;0,083333;0;0,333333;12
;C17632;39,251217;1066,62;339,1;727,52;204,615371;1;49;3500;1340,881787;102,273663;0,5;1;0,833333;0,833333;0,916667;0,083333;12
;C12200;273,247883;60;60;0;0;0;1;2300;111,559902;208,976648;0;1;0,083333;0,083333;0;0;12
;C12024;3476,603507;9683,28;7253,28;2430;0;0;15;12500;6084,947427;722,986478;0;1;0,75;0,5;0,25;0;12
;C16617;326,551854;2950,77;2950,77;0;0;0;35;4000;2224,274686;182,353128;0,571429;0,818182;0,583333;0,583333;0;0;12
;C16485;1390,563775;0;0;0;154,241717;1;0;1500;506,958786;606,10374;0;1;0;0;0;0,083333;12
;C14915;0;581;0;581;0;0;7;1000;692,523718;;0;0;0,583333;0;0,583333;0;12
;C18586;142,637508;1650;0;1650;0;0;11;1000;1775,123122;177,476329;0,636364;1;0,916667;0;0,916667;0;12
;C19024;2133,665075;320;320;0;2271,859787;9;2;2500;756,60668;1032,825027;0;0,9;0,1;;0;0,2;10
;C16323;21,542924;0;0;0;1087,758564;4;0;1200;1173,576762;158,975163;0,090909;1;0;0;0;0,083333;12
;C14034;2450,104201;0;0;0;657,525213;1;0;3000;692,953519;606,926044;0;1;0;0;0;0,083333;12
;C14112;5561,390014;0;0;0;3041,330064;17;0;6000;2193,97427;1558,55294;0;1;0;0;0;0,5;12
;C18764;22,322374;95;95;0;1162,045833;3;1;2500;4094,261427;40,142262;0;0,363636;0,083333;0,083333;0;0,166667;12
;C11694;891,620777;0;0;0;159,673475;2;0;2000;593,110495;269,482212;0;1;0;0;0;0,166667;12
;C10415;2025,162877;778,33;0;778,33;0;0;28;2000;1411,329676;1430,50774;0;1;0,916667;0;0,916667;0;12
;C10846;1841,359829;2280,58;0;2280,58;0;0;20;1800;2463,113969;1947,918485;0;1;1;0;0,916667;0;12
;C18655;640,510192;351,89;351,89;0;998,213893;4;7;1200;1899,543637;421,253268;0,2;0,777778;0,333333;0,333333;0;0,111111;9
;C18591;114,007097;2514,89;2514,89;0;0;0;5;2000;979,919435;104,458857;0;0,636364;0,333333;0,333333;0;0;12
;C13973;80,00717;1548,37;28,58;1519,79;0;0;21;9500;1105,365158;149,982961;0,7;1;0,916667;0,083333;0,75;0;12
;C12105;1007,362008;469,92;0;469,92;0;0;12;1000;716,423692;871,852779;0;1;1;0;1;0;12
;C13016;21,32716;309,74;0;309,74;0;0;19;8500;444,809305;142,818479;0,454545;1;1;0;1;0;12
;C11530;22,794308;12;12;0;0;0;1;1600;119,909635;85,190203;0;0,636364;0,083333;0,083333;0;0;12
;C15886;1184,120178;69,49;0;69,49;1719,993551;8;2;1400;712,25724;385,314668;0;1;0,083333;0;0,083333;0,5;12
;C14612;793,167009;433,31;200;233,31;766,872458;5;8;1000;363,064207;430,485462;0;1;1;0,142857;0,857143;0,428571;7
;C13156;929,473356;0;0;0;1335,247069;3;0;6000;430,236948;236,775013;0;1;0;0;0;0,166667;12
;C17778;434,393219;343,5;343,5;0;949,910781;5;2;1700;504,635307;168,986753;0;1;0,166667;0,166667;0;0,166667;12
;C12722;9226,646604;671,31;671,31;0;6171,934509;12;12;12000;2726,318749;3129,402094;0;1;0,5;0,5;0;0,5;12
;C19033;0,275257;0;0;0;328,452659;1;0;1200;1145,101275;39,421396;1;0,2;0;0;0;0,1;10
;C10226;7,56809;144,26;67,08;77,18;0;0;7;11500;134,710832;75,515008;0,111111;0,545455;0,333333;0,083333;0,166667;0;12
;C12830;766,261051;1462,73;1100,23;362,5;0;0;26;6000;202,561336;195,306688;0;1;0,666667;0,5;0,416667;0;12
;C13911;1565,98205;1677,26;614,85;1062,41;0;0;22;4500;7364,974854;815,300574;0,444444;0,818182;0,75;0,166667;0,75;0;12
;C13317;509,900317;21;0;21;0;0;1;11500;23150,57184;1863,225391;0,333333;0,363636;0,083333;0;0,083333;0;12
;C14472;4265,241202;1499,12;119,12;1380;2312,556328;4;10;4500;1844,394398;2439,534576;0;1;0,833333;0,083333;0,666667;0,166667;12
;C17288;38,251194;368,84;0;368,84;0;0;6;3000;417,861072;109,747646;0,333333;1;0,5;0;0,416667;0;12
;C13187;2262,825216;221,2;221,2;0;0;0;4;9000;6791,182982;826,907399;0,125;0,727273;0,166667;0,166667;0;0;12
;C16998;0,704307;963,9;607,28;356,62;0;0;10;3000;1502,662849;14,571644;0;0,181818;0,5;0,083333;0,5;0;12
;C17874;3395,090243;0;0;0;9071,14623;5;0;9000;9483,800873;975,830612;0,166667;1;0;0;0;0,166667;12
;C13822;1751,368315;0;0;0;2811,456765;12;0;6000;3898,309616;619,053896;0;1;0;0;0;0,333333;12
;C10153;264,811595;28,65;28,65;0;384,26178;1;1;9000;1235,630069;194,324456;0,083333;1;0,083333;0,083333;0;0,083333;12
;C16011;399,988157;5277,77;4004,96;1272,81;0;0;57;6000;4353,346961;194,598709;1;1;1;1;0,916667;0;12
;C15550;3221,105151;3447,55;1450;1997,55;0;0;40;9500;5401,287094;756,926664;0;1;1;0,166667;1;0;12
;C14276;71,345309;1166,76;0;1166,76;0;0;12;3000;1137,865785;162,610445;0,75;1;1;0;1;0;12
;C10872;3616,993845;0;0;0;4947,781762;7;0;5500;529,726072;1294,501736;0;0,888889;0;0;0;0,555556;9
;C14353;472,61828;4626,36;2974;1652,36;305,257038;2;67;3800;4549,881872;176,856716;1;1;1;0,833333;1;0,166667;12
;C15207;111,449845;1389,94;0;1389,94;0;0;24;1300;1356,270465;167,215217;1;1;1;0;1;0;12
;C17211;2656,634533;450,45;323,8;126,65;886,135972;7;9;3000;929,632134;739,751542;0;1;0,583333;0,166667;0,333333;0,25;12
;C11842;80,55139;2132,7;914;1218,7;0;0;38;10000;1731,530778;129,508802;0,545455;0,909091;1;1;1;0;12
;C15502;21,409828;149,71;0;149,71;0;0;11;1500;141,974905;150,500248;0,166667;1;0,916667;0;0,916667;0;12
;C13233;867,244416;804,18;0;804,18;0;0;10;3700;1175,28625;343,753509;0;1;0,416667;0;0,416667;0;12
;C12729;101,025128;0;0;0;1846,252071;10;0;6500;5321,022187;82,041959;1;0,454545;0;0;0;0,333333;12
;C16519;1527,826042;3191;3191;0;2035,662918;17;3;4950;5393,198816;436,082971;0,083333;1;0,083333;0,083333;0;0,416667;12
;C11649;2714,595164;666,1;75;591,1;296,922557;1;18;8500;2055,474721;661,183131;0;1;0,916667;0,083333;0,916667;0,083333;12
;C17676;51,199057;1319,04;1319,04;0;0;0;18;3500;1324,448655;126,403394;0,875;1;1;1;0;0;12
;C13694;1772,323491;574,14;146;428,14;2318,489037;34;15;7500;2663,779785;;0;1;0,833333;0,166667;0,75;0,916667;12
;C18778;528,463885;0;0;0;5191,738847;11;0;1000;4736,808799;309,547058;0,833333;1;0;0;0;0,833333;12
;C17813;45,82108;632;0;632;0;0;2;4000;3746,417043;119,285915;1;0,181818;0,166667;0;0,166667;0;12
;C18155;413,936244;187,5;0;187,5;0;0;6;1000;141,526262;176,107285;0;1;0,6;0;0,6;0;10
;C17270;366,111566;3482,9;1350,8;2132,1;348,857163;2;39;7500;3044,978061;172,124992;0,333333;1;0,916667;0,666667;1;0,166667;12
;C17634;38,068219;799,92;0;799,92;0;0;12;2500;553,927866;85,990408;0,333333;0,727273;1;0;1;0;12
;C17368;366,084233;1167,39;1167,39;0;200,106907;3;16;2500;470,516409;206,511825;0;0,909091;0,5;0,5;0;0,083333;12
;C14166;70,963378;759,73;432,37;327,36;0;0;25;7800;691,394748;181,926756;0,75;1;1;1;0,916667;0;12
;C12367;-1;4399,07;3705,13;693,94;1838,093797;4;80;11150;1834,501318;1864,863139;0;1;1;1;0,333333;0,25;12
;C14120;4506,159773;1948,25;546,35;1401,9;1870,142289;2;27;11500;2398,862474;1166,102556;0;1;1;0,25;1;0,083333;12
;C18062;1091,973832;0;0;0;77,349474;1;0;1200;259,506889;518,930756;0;1;0;0;0;0,083333;12
;C12509;60,52124;469;0;469;0;0;6;1000;541,359082;115,03052;0,833333;0,8;0,6;0;0,5;0;10
;C11030;9,503968;96,62;0;96,62;0;0;19;4500;1086,932525;92,217936;0,25;1;1;0;1;0;12
;C13120;733,988674;83,47;83,47;0;0;0;1;9000;195,17029;219,056873;0;1;0,083333;0,083333;0;0;12
;C18685;634,759794;364,19;0;364,19;0;0;18;1000;29,897165;3922,2855;0;1;0,833333;0;0,833333;0;12
;C16742;1646,38453;1047,34;1047,34;0;146,650389;2;51;3000;462,848132;497,408854;0;1;0,583333;0,583333;0;0,166667;12
;C18753;150,269903;853,44;0;853,44;0;0;12;3000;869,413166;173,649797;0,083333;1;1;0;1;0;12
;C14055;8260,825897;3709,71;2420,76;1288,95;2379,462062;47;79;8500;6847,476495;7793,867173;0;1;1;0,666667;1;0,833333;12
;C14928;4,12565;25,69;25,69;0;0;0;1;4500;163,352538;128,336305;0;0,363636;0,083333;0,083333;0;0;12
;C10151;3057,400553;1025;1025;0;0;0;2;7500;698,854095;819,682666;0;1;0,083333;0,083333;0;0;12
;C15522;1383,72609;0;0;0;148,185304;2;0;1500;298,943957;508,050053;0;1;0;0;0;0,166667;12
;C16429;26,639906;251,19;0;251,19;0;0;9;1500;214,973026;131,272786;1;1;1;0;0,888889;0;9
;C13029;1579,728772;0;0;0;124,941315;1;0;1800;464,305701;482,666125;0;1;0;0;0;0,083333;12
;C12453;3,29042;225,6;0;225,6;0;0;12;4000;268,500244;29,584288;0,090909;0,181818;1;0;1;0;12
;C14050;5643,992345;6141,58;5070,48;1071,1;1003,760024;6;92;13000;11514,83756;1494,575739;0;1;1;0,916667;1;0,333333;12
;C12884;11,4334;250;250;0;0;0;1;1800;1445,844749;84,417079;0;0,090909;0,083333;0,083333;0;0;12
;C16978;30,957159;426,25;0;653,55;0;0;19;1200;460,814602;108,772098;0;0,454545;0,5;0;0,5;0;12
;C11342;5561,206188;1120,29;965,09;155,2;0;0;19;6000;2013,621078;2741,09648;0;1;0,666667;0,583333;0,583333;0;12
;C14745;7005,310696;0;0;0;4273,427073;11;0;10500;1623,620841;1571,575974;0;1;0;0;0;0,333333;12
;C14543;49,074293;330,25;330,25;0;0;0;5;2500;509,309215;134,968858;0;0,818182;0,25;0,25;0;0;12
;C14573;2305,006202;0;0;0;370,248624;2;0;2500;624,147899;699,416582;0;1;0;0;0;0,166667;12
;C12903;7,817753;170,02;0;170,02;0;0;6;2000;373,02841;73,301702;0,5;0,272727;0,5;0;0,5;0;12
;C17346;416,601199;4266,25;2214,05;2052,2;0;0;67;4000;3822,475208;188,571741;0;1;1;1;1;0;12
;C17539;114,752318;387,12;0;387,12;0;0;12;2500;981,332431;122,369566;0,181818;1;1;0;0,916667;0;12
;C10236;3019,019487;2260,41;1356,33;904,08;0;0;25;8500;2187,930651;739,224894;0;1;0,833333;0,416667;0,75;0;12
;C13954;975,637547;6897,56;0;6897,56;0;0;6;6150;8337,882098;6703,880744;0,272727;0,818182;0,5;0;0,5;0;12
;C10029;7152,864372;387,05;204,55;182,5;2236,145259;16;8;10500;1601,448347;1648,851345;0;1;0,666667;0,166667;0,416667;0,833333;12
;C14621;1924,657194;0;0;0;906,645286;2;0;2500;428,488182;715,614697;0;1;0;0;0;0,166667;12
;C13315;969,346477;0;0;0;7217,705353;5;0;5200;7122,694558;218,463565;0,166667;0,545455;0;0;0;0,25;12
;C10077;1808,972419;713,9;503,08;210,82;0;0;8;2250;889,017418;622,757696;0;1;0,5;0,1;0,4;0;10
;C12917;745,72702;137,7;35;102,7;0;0;3;2000;2443,972329;3239,395001;0;0,727273;0,166667;0,083333;0,166667;0;12
;C11225;1771,028068;360;360;0;1836,07301;5;1;5000;4681,869188;427,286126;0,1;0,909091;0,090909;0,090909;0;0,454545;11
;C18957;2718,796217;428;0;428;2712,077107;1;9;3000;962,94577;1299,927384;0;1;0,75;0;0,666667;0,083333;12
;C14092;19,726196;220,9;0;220,9;0;0;9;2500;275,401717;145,945154;0,888889;0,818182;0,75;0;0,75;0;12
;C16360;1672,711195;0;0;0;442,298324;6;0;1800;432,121759;623,766019;0;1;0;0;0;0,416667;12
;C11105;1050,92679;150;0;150;114,462798;1;6;1000;238,619393;5303,958597;0;1;0,5;0;0,5;0,083333;12
;C13461;2105,898309;0;0;0;217,314696;5;0;2250;569,815997;1031,776402;0;1;0;0;0;0,333333;12
;C12314;2382,328208;899,58;413,28;486,3;450,252732;4;34;2500;850,186851;1212,047288;0;1;1;0,25;1;0,166667;12
;C18786;117,344883;661,3;0;661,3;477,825546;1;13;1200;562,896648;150,940292;0,25;1;1;0;0,9;0,1;10
;C15876;3871,433675;0;0;0;975,139233;5;0;9500;903,655941;953,264819;0;1;0;0;0;0,083333;12
;C17988;1061,570865;0;0;0;525,428754;2;0;2500;417,214903;235,325924;0;1;0;0;0;0,166667;12
;C12187;1189,665497;0;0;0;1454,884966;3;0;1500;1656,765938;364,18588;0;0,909091;0;0;0;0,083333;12
;C16709;617,597272;0;0;0;1080,735496;9;0;1200;111,579389;180,970792;0;0,714286;0;0;0;0,285714;7
;C18038;100,418706;1021,13;0;1021,13;0;0;10;2000;1143,833292;160,392028;1;0,909091;0,833333;0;0,833333;0;12
;C15901;4932,396527;0;0;0;245,596578;3;0;6000;5403,894447;14437,12209;0;1;0;0;0;0,166667;12
;C15580;2206,463745;1945,82;521,5;1424,32;194,73579;1;56;9000;819,905846;679,005417;0;1;1;0,083333;1;0,083333;12
;C15236;1459,803597;0;0;0;218,234292;5;0;1500;436,226459;602,777344;0;1;0;0;0;0,416667;12
;C14722;25,178303;283,15;0;283,15;0;0;7;5000;206,688202;101,894341;0,454545;0,727273;0,583333;0;0,5;0;12
;C18625;0,401279;31,5;0;31,5;0;0;3;3000;120,697352;;0;0,090909;0,25;0;0,25;0;12
;C11204;537,002861;2275,97;2275,97;0;203,752607;1;31;3000;1575,697754;179,584038;0,166667;1;0,583333;0,583333;0;0,083333;12
;C18893;272,833329;526,04;0;526,04;0;0;28;1500;112,964455;177,347797;0;1;1;0;1;0;12
;C15325;2,777589;0;0;0;135,339466;1;0;3000;0;;0;0,090909;0;0;0;0,083333;12
;C12563;3207,605367;0;0;0;3766,7883;5;0;9000;750,543668;1131,588644;0;0,909091;0;0;0;0,090909;11
;C11070;4677,242936;125;0;125;2406,229924;6;10;5000;1087,866649;1092,737436;0;1;0,583333;0;0,5;0,5;12
;C17485;1254,480637;0;0;0;263,591009;1;0;1500;684,225274;440,890884;0;1;0;0;0;0,083333;12
;C16362;1035,549686;624;0;624;0;0;36;1000;883,088274;862,689591;0;1;1;0;1;0;12
;C15096;50,302615;0;0;0;575,797773;2;0;500;511,341658;186,033645;0;0,636364;0;0;0;0,166667;12
;C16776;917,531824;0;0;0;1273,778445;1;0;1600;1498,695114;331,493084;0,083333;1;0;0;0;0,083333;12
;C12249;2494,774127;250;250;0;2804,350229;7;1;3000;864,527484;867,201399;0;1;0,083333;0,083333;0;0,333333;12
;C12163;634,521032;0;0;0;1176,86169;4;0;1200;80,190719;199,745472;0;0,666667;0;0;0;0,333333;6
;C14713;3212,963003;0;0;0;185,532602;2;0;3500;766,728773;1044,358428;0;1;0;0;0;0,083333;12
;C12403;1435,703308;664,61;45,7;618,91;945,736707;3;15;7500;453,692206;358,574883;0;1;0,666667;0,083333;0,5;0,166667;12
;C11860;1473,902933;0;0;0;163,855122;4;0;1500;340,239419;517,593629;0;1;0;0;0;0,333333;12
;C11703;246,864346;2995,55;2301,11;694,44;0;0;35;6000;2734,138816;181,027921;0,916667;1;1;0,75;1;0;12
;C15184;1428,118364;119,34;0;119,34;2563,324769;14;27;1200;2545,222796;7960,080674;0,090909;1;0,75;0;0,666667;0,25;12
;C12936;4028,756012;361,07;104,38;256,69;0;0;18;4300;1279,931508;1537,985;0;1;1;0,166667;1;0;12
;C14203;1155,692527;981,2;326,2;655;0;0;12;1200;1279,911936;1176,743934;0;1;0,583333;0,166667;0,416667;0;12
;C12656;3268,304631;340,57;250,48;90,09;2671,441618;10;8;6000;1282,359;1027,045756;0;1;0,583333;0,083333;0,5;0,333333;12
;C16986;1575,794134;3181,47;1588,78;1592,69;448,17047;6;55;2100;2345,315745;1704,918221;0,1;1;0,9;0,5;0,6;0,3;10
;C11479;48,213487;403,1;403,1;0;0;0;8;7000;341,196389;158,741704;0,666667;1;0,666667;0,666667;0;0;12
;C14757;9,431309;80,44;0;80,44;0;0;5;2500;104,97817;67,789985;0,5;1;0,416667;0;0,416667;0;12
;C11859;2377,759245;0;0;0;943,90775;6;0;6500;4119,519203;955,260042;0;1;0;0;0;0,416667;12
;C18999;307,127754;909,3;409,3;500;237,378894;4;12;1000;943,27817;179,258575;0;1;0,583333;0,166667;0,5;0,166667;12
;C19034;59,101573;786;0;786;0;0;12;1000;664,05977;144,687135;1;1;1;0;0,9;0;10
;C19012;24,680177;265;0;265;0;0;9;1000;275,28379;137,385624;1;1;0,818182;0;0,727273;0;11
;C12116;8,258214;92,46;0;92,46;0;0;6;300;127,082375;93,717243;0,75;0,545455;0,5;0;0,416667;0;12
;C13683;143,025504;1312,35;1312,35;0;0;0;12;300;1212,60088;178,466749;0,5;1;0,916667;0,916667;;0;12
;C13267;2453,444449;622,16;0;622,16;0;0;8;2500;1205,366513;1145,810573;0;1;0,666667;0;0,583333;0;12
;C13925;1641,251218;0;0;0;2990,165538;4;0;3000;4399,723425;500,276155;0,142857;0,727273;0;0;0;0,166667;12
;C14106;1420,113689;393,63;393,63;0;0;0;8;1500;473,832445;617,154654;0;1;0,416667;0,416667;0;0;12
;C16607;487,483429;1579,12;980,56;598,56;0;0;21;10000;606,20283;175,917836;0,2;1;1;0,416667;0,916667;0;12
;C16863;1508,132993;0;0;0;2418,319143;11;0;2500;379,847536;444,160316;0;0,75;0;0;0;0,375;8
;C14919;687,378139;74,42;0;74,42;0;0;3;700;353,250281;492,588377;0;1;0,25;0;0,25;0;12
;C16827;1121,15859;202,2;120;82,2;79,037888;1;5;1200;380,402296;542,04143;0;1;0,333333;0,083333;0,25;0,083333;12
;C15709;4612,147149;0;0;0;2260,623056;4;0;6500;1210,9845;1565,678756;0;1;0;0;0;0,25;12
;C18488;1929,069939;0;0;0;973,827667;2;0;2500;786,014779;513,327849;0;1;0;0;0;0,166667;12
;C15146;6963,435383;2951,93;2951,93;0;0;0;10;8000;1069,094662;11142,93224;0;1;0,333333;0,333333;0;0;12
;C16658;395,722912;1837,15;1534,65;302,5;0;0;62;2000;914,845569;279,508067;0,5;1;1;0,916667;0,916667;0;12
;C10505;473,840442;0;0;0;818,124484;12;0;3000;142,286073;164,391437;0;0,727273;0;0;0;0,333333;12
;C15303;1451,993504;0;0;0;1739,998495;4;0;2000;251,384712;228,826381;0;1;0;0;0;0,25;8
;C10690;879,190921;45,65;45,65;0;1246,223848;2;1;1200;1589,980022;439,870516;0,1;1;0,083333;0,083333;0;0,166667;12
;C16036;1585,763627;85,69;85,69;0;2649,776206;6;2;3000;316,55616;538,259971;0;0,625;0,125;0,125;0;0,25;8
;C15909;1201,204437;117,89;117,89;0;0;0;4;1200;283,696314;454,665216;0;1;0,333333;0,333333;0;0;12
;C13698;3053,311301;1889,8;1242,9;646,9;182,209576;1;27;8800;1789,470663;988,843416;0;1;0,666667;0,583333;0,416667;0,083333;12
;C16086;432,109743;334,48;281,98;52,5;473,763157;3;6;1200;634,297592;206,14725;0;1;0,25;0,166667;0,166667;0,25;12
;C13640;273,243365;2308,58;0;2308,58;0;0;44;7500;2453,347527;189,381014;0,25;1;1;0;1;0;12
;C15495;985,457755;672,31;103;569,31;0;0;17;2500;1656,974517;542,14663;0;1;1;0,166667;1;0;12
;C16908;1396,413738;312,66;204;108,66;280,925255;8;6;1800;594,159059;501,192795;0;1;0,25;0,166667;0,083333;0,333333;12
;C12305;931,674532;2417,91;2303,91;114;3508,775536;9;21;8000;3468,393326;261,268016;0;1;0,583333;0,5;0,166667;0,166667;12
