CUST_ID,BALANCE,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,BALANCE.1,PURCHASES.1,ONEOFF_PURCHASES.1,PURCHASES_INSTALLMENTS,CASH_ADVANCE.1,TENURE
C18821,31.560931,300.0,0.0,300.0,0.0,0.0,6,1000.0,588.763068,143.33928,1.0,0.545455,0.5,0.0,0.5,0.0,12.0
C17068,1256.460026,1313.0,1313.0,0.0,0.0,0.0,29,1200.0,1440.244979,1919.360883,0.0,1.0,0.583333,0.583333,0.0,0.0,12.0
C10177,975.942008,10221.35,7141.38,3079.97,1620.685551,18.0,130,10500.0,10693.49585,347.641073,0.75,1.0,1.0,1.0,0.833333,0.583333,12.0
C19114,1023.883008,585.84,0.0,585.84,956.849209,2.0,22,1000.0,212.105443,2789.590897,0.0,1.0,1.0,0.0,0.875,0.125,8.0
C15685,3031.933707,2000.6,2000.6,0.0,0.0,0.0,3,6500.0,811.109413,858.298082,0.0,1.0,0.166667,0.166667,0.0,0.0,12.0
C18827,16.887571,1083.0,1083.0,0.0,0.0,0.0,3,1200.0,3905.430817,,0.0,0.363636,0.25,0.25,0.0,0.0,12.0
C15352,88.012898,975.0,0.0,975.0,0.0,0.0,11,2725.0,1930.437135,142.662885,0.857143,0.545455,0.583333,0.0,0.583333,0.0,12.0
C13116,1919.443036,0.0,0.0,0.0,5427.830151,7.0,0,5500.0,2936.557193,626.771938,0.0,1.0,0.0,0.0,0.0,0.333333,12.0
C16008,1150.307564,1189.04,0.0,1189.04,0.0,0.0,12,15000.0,3016.935137,332.492063,0.0,1.0,1.0,0.0,1.0,0.0,12.0
C10553,1362.418281,1477.44,900.0,577.44,451.968387,1.0,10,1500.0,559.095981,1058.84479,0.0,1.0,1.0,0.111111,0.888889,0.111111,9.0
C14409,674.119098,3146.25,449.1,2697.15,0.0,0.0,93,4000.0,2602.065596,189.152731,0.0,1.0,1.0,0.333333,1.0,0.0,12.0
C14759,244.653051,1181.03,607.4,573.63,0.0,0.0,15,4500.0,1047.448996,181.476998,0.5,1.0,0.666667,0.166667,0.666667,0.0,12.0
C13965,42.68579,708.0,326.0,382.0,0.0,0.0,20,3000.0,755.300687,149.306085,0.625,0.909091,0.75,0.166667,0.5,0.0,12.0
C13191,103.611789,960.24,0.0,960.24,0.0,0.0,13,2700.0,938.788924,150.326767,0.2,1.0,1.0,0.0,0.818182,0.0,11.0
C18403,1333.899916,356.77,45.65,333.34,1107.81888,4.0,14,3500.0,1202.239577,405.279545,0.0,1.0,1.0,0.083333,1.0,0.083333,12.0
C11871,1885.547591,0.0,0.0,0.0,3197.181617,11.0,0,8000.0,8559.584636,755.628834,0.166667,1.0,0.0,0.0,0.0,0.25,12.0
C14734,108.766657,750.19,750.19,0.0,0.0,0.0,7,2500.0,498.643829,95.901909,0.0,0.857143,0.714286,0.714286,0.0,0.0,7.0
C12728,1517.559661,0.0,0.0,0.0,456.396077,2.0,0,1950.0,473.175712,381.272303,0.0,1.0,0.0,0.0,0.0,0.166667,12.0
C11098,5961.863054,320.08,64.03,256.05,3134.417004,17.0,13,7000.0,1894.746827,2168.95118,0.0,1.0,1.0,0.083333,0.916667,0.583333,12.0
C12006,5598.864288,7194.53,6678.26,516.27,14200.89313,37.0,69,15500.0,12487.36815,2074.900111,0.083333,1.0,1.0,1.0,1.0,0.833333,12.0
C10093,4037.305658,45.0,45.0,0.0,104.238064,1.0,1,4500.0,1073.844885,968.941265,0.0,1.0,0.083333,0.083333,0.0,0.083333,12.0
C12037,1454.551875,0.0,0.0,0.0,3853.339512,10.0,0,4000.0,555.202392,693.582286,0.0,0.545455,0.0,0.0,0.0,0.25,12.0
C15069,8.421315,60.0,60.0,0.0,0.0,0.0,1,6000.0,250.155585,122.06814,0.0,0.272727,0.083333,0.083333,0.0,0.0,12.0
C13896,4199.989868,11653.14,6884.6,4768.54,0.0,0.0,84,16500.0,13660.2412,1056.912965,0.0,1.0,0.916667,1.0,0.916667,0.0,12.0
C13973,80.00717,1548.37,28.58,1519.79,0.0,0.0,21,9500.0,1105.365158,149.982961,0.7,1.0,0.916667,0.083333,0.75,0.0,12.0
C13543,52.485431,1476.02,644.07,831.95,0.0,0.0,41,7000.0,1149.01904,97.339489,0.454545,1.0,1.0,0.833333,1.0,0.0,12.0
C18962,1374.266113,1814.3,1596.8,217.5,0.0,0.0,10,6500.0,2668.399516,413.987806,0.0,1.0,0.666667,0.333333,0.416667,0.0,12.0
C10992,192.037218,1000.0,1000.0,0.0,0.0,0.0,1,1500.0,1128.431348,157.31769,0.090909,0.909091,0.083333,0.083333,0.0,0.0,12.0
C11919,6378.276044,0.0,0.0,0.0,4169.593183,15.0,0,10500.0,1376.688305,1539.532191,0.0,1.0,0.0,0.0,0.0,0.666667,12.0
C16987,489.343503,1446.44,1093.24,353.2,0.0,0.0,17,3500.0,1223.217883,189.41742,0.0,1.0,0.727273,0.363636,0.636364,0.0,11.0
C14272,180.32895,810.6,0.0,810.6,0.0,0.0,20,2500.0,700.22051,200.518843,0.0,1.0,0.916667,0.0,0.833333,0.0,12.0
C19008,116.581583,1045.14,227.14,818.0,0.0,0.0,17,9000.0,1258.396242,144.115556,0.333333,0.818182,0.727273,0.181818,0.545455,0.0,11.0
C17535,2971.600871,6513.38,4694.68,1818.7,0.0,0.0,41,5000.0,4960.050608,1273.686277,0.0,1.0,0.916667,0.333333,0.833333,0.0,12.0
C14814,2992.591246,0.0,0.0,0.0,759.456509,9.0,0,3500.0,817.050377,825.529474,0.0,1.0,0.0,0.0,0.0,0.416667,12.0
C17419,916.487817,633.71,316.82,316.89,0.0,0.0,20,4000.0,255.469805,234.095576,0.0,1.0,1.0,0.416667,0.75,0.0,12.0
C15895,1761.69297,0.0,0.0,0.0,950.448895,7.0,0,2000.0,414.860394,452.085171,0.0,1.0,0.0,0.0,0.0,0.25,12.0
C11779,1526.707241,484.47,0.0,484.47,402.906235,11.0,9,1500.0,1086.417545,1818.148035,0.0,1.0,0.75,0.0,0.666667,0.333333,12.0
C17247,166.514439,503.92,370.3,133.62,0.0,0.0,14,2500.0,142.308045,130.127411,0.0,0.777778,0.777778,0.444444,0.666667,0.0,9.0
C16182,37.324758,0.0,0.0,0.0,720.142017,6.0,0,4000.0,0.0,,0.0,0.166667,0.0,0.0,0.0,0.166667,6.0
C13032,2848.735428,95.67,95.67,0.0,272.559361,1.0,1,5500.0,679.138272,892.599825,0.0,1.0,0.083333,0.083333,0.0,0.083333,12.0
C11475,1337.162883,4544.48,2384.44,2160.04,0.0,0.0,25,7500.0,3394.95009,380.300298,0.083333,1.0,0.75,0.083333,0.666667,0.0,12.0
C12959,1175.749847,848.26,115.0,733.26,1032.462268,2.0,12,1200.0,2117.531771,838.137478,0.083333,1.0,0.916667,0.083333,0.833333,0.083333,12.0
C11488,1455.84622,592.82,450.49,142.33,433.604875,5.0,15,1500.0,1226.999404,546.45889,0.0,1.0,0.75,0.333333,0.5,0.333333,12.0
C17600,806.446131,0.0,0.0,0.0,916.64405,1.0,0,3000.0,504.66084,258.248739,0.0,1.0,0.0,0.0,0.0,0.083333,12.0
C11710,3414.977831,2219.55,1695.03,524.52,950.424076,10.0,33,5000.0,732.08134,893.816089,0.0,1.0,0.916667,0.75,0.75,0.583333,12.0
C13695,899.526526,0.0,0.0,0.0,1363.827125,2.0,0,1500.0,202.25573,168.184085,0.0,0.714286,0.0,0.0,0.0,0.142857,7.0
C12469,1299.93337,0.0,0.0,0.0,916.37094,2.0,0,2400.0,303.052882,453.831541,0.0,1.0,0.0,0.0,0.0,0.083333,12.0
C14806,115.467669,354.0,354.0,0.0,0.0,0.0,2,16500.0,4555.965464,211.04268,0.0,0.545455,0.166667,0.166667,0.0,0.0,12.0
C15464,364.219107,142.52,142.52,0.0,654.345476,6.0,2,2500.0,621.956899,191.258003,0.0,,0.083333,0.083333,0.0,0.25,12.0
C17357,158.641614,779.35,779.35,0.0,0.0,0.0,7,1200.0,812.070417,130.978236,0.0,0.7,0.4,0.4,0.0,0.0,10.0
C16077,636.20672,1514.8,1514.8,0.0,0.0,0.0,9,1500.0,1340.645745,309.272904,0.0,1.0,0.5,0.5,0.0,0.0,12.0
C12025,1075.825135,32.0,32.0,0.0,1859.42106,23.0,1,9000.0,2266.903508,385.237167,0.0,1.0,0.083333,0.083333,0.0,0.666667,12.0
C16798,1100.505764,220.0,220.0,0.0,0.0,0.0,2,1200.0,344.856423,623.734943,0.0,1.0,0.166667,0.166667,0.0,0.0,12.0
C17434,2511.847024,109.0,109.0,0.0,317.452807,13.0,2,8000.0,456.810152,734.758331,0.0,1.0,0.2,0.2,0.0,0.8,10.0
C15025,955.159037,440.57,45.65,394.92,0.0,0.0,13,1000.0,684.090131,591.385845,0.0,1.0,0.666667,0.083333,0.666667,0.0,12.0
C11268,238.184435,2068.15,0.0,2068.15,0.0,0.0,7,4000.0,2143.223171,117.977018,0.833333,0.75,0.875,0.0,0.75,0.0,8.0
C14081,1119.464381,266.68,0.0,266.68,0.0,0.0,2,1400.0,1041.406725,668.498187,0.0,1.0,0.166667,0.0,0.166667,0.0,12.0
C10727,3063.017462,0.0,0.0,0.0,3550.209696,3.0,0,5500.0,757.537513,891.059927,0.0,1.0,0.0,0.0,0.0,0.166667,12.0
C18345,59.831187,532.68,0.0,532.68,39.325487,1.0,8,6000.0,642.925821,115.36213,0.272727,0.727273,0.666667,0.0,0.666667,0.083333,12.0
C19039,6.603005,429.0,0.0,429.0,0.0,0.0,14,1000.0,493.326423,18.214417,0.0,0.5,0.7,0.0,0.6,0.0,10.0
C14374,2891.926512,561.25,561.25,0.0,1991.754101,12.0,6,7700.0,597.664886,962.397668,0.0,1.0,0.5,0.5,0.0,0.666667,12.0
C14720,1922.943603,110.8,110.8,0.0,0.0,0.0,2,3000.0,551.431723,565.627471,0.0,1.0,0.166667,0.166667,0.0,0.0,12.0
C17973,9.113909,106.56,0.0,106.56,0.0,0.0,12,3000.0,110.590507,55.716728,0.909091,1.0,1.0,0.0,1.0,0.0,12.0
C11000,2437.73951,1093.93,695.29,398.64,822.700458,4.0,15,2900.0,556.213673,1049.416303,0.0,1.0,1.0,0.25,1.0,0.166667,12.0
C19127,435.696854,0.0,0.0,0.0,460.284824,4.0,0,500.0,70.419023,153.993517,0.0,1.0,0.0,0.0,0.0,0.285714,7.0
C15659,1768.589163,63.7,63.7,0.0,0.0,0.0,1,2000.0,750.927612,379.079339,0.0,1.0,0.083333,0.083333,0.0,0.0,12.0
C14423,1032.812458,995.07,806.07,189.0,555.033556,4.0,11,1400.0,,340.568669,0.0,1.0,0.666667,0.166667,0.5,0.25,12.0
C17350,2388.410501,0.0,0.0,0.0,7529.012056,15.0,0,7000.0,1593.23412,703.092721,0.0,1.0,0.0,0.0,0.0,0.416667,12.0
C14161,2759.801583,0.0,0.0,0.0,1063.852745,6.0,0,3000.0,665.168762,656.712649,0.0,1.0,0.0,0.0,0.0,0.333333,12.0
C13411,533.990908,1286.1,1129.82,156.28,95.526303,1.0,29,1200.0,55.766782,739.571101,0.0,0.545455,0.5,0.25,0.416667,0.083333,12.0
C13739,169.925245,2000.0,0.0,2000.0,0.0,0.0,21,7000.0,1862.047167,171.958681,0.909091,1.0,0.916667,0.0,0.833333,0.0,12.0
C13290,9342.15857,0.0,0.0,0.0,3666.845105,7.0,0,11000.0,2308.545227,2400.161872,0.0,1.0,0.0,0.0,0.0,0.416667,12.0
C11981,5418.305735,0.0,0.0,0.0,5051.791781,29.0,0,8000.0,1476.335057,1555.563621,0.0,1.0,0.0,0.0,0.0,0.666667,12.0
C14582,1714.896284,2000.0,2000.0,0.0,0.0,0.0,1,2000.0,448.300443,348.836471,0.0,1.0,0.111111,0.111111,0.0,0.0,9.0
C18491,468.022403,488.93,236.13,252.8,132.146931,6.0,14,1000.0,722.96482,163.678643,0.0,1.0,0.833333,0.333333,0.75,0.25,12.0
C14493,986.457953,1073.5,101.85,971.65,328.279184,9.0,46,4000.0,1009.068974,264.908262,0.0,1.0,1.0,0.166667,1.0,0.333333,12.0
C14500,1236.018537,0.0,0.0,0.0,2132.985725,3.0,0,3000.0,540.703321,359.715011,0.0,0.909091,0.0,0.0,0.0,0.25,12.0
C12784,276.446975,1429.39,100.0,1329.39,0.0,0.0,21,2800.0,1296.041874,193.607553,0.1,1.0,1.0,0.083333,1.0,0.0,12.0
C13881,187.973296,116.0,116.0,0.0,0.0,0.0,2,4000.0,244.135461,170.124513,0.0,1.0,0.166667,0.166667,0.0,0.0,12.0
C16317,4417.192123,1149.52,1149.52,0.0,1944.558434,9.0,13,5000.0,1250.398004,1373.34962,0.0,1.0,0.583333,0.583333,0.0,0.416667,12.0
C12179,699.586726,796.11,796.11,0.0,0.0,0.0,1,6000.0,807.665219,1559.810579,0.0,1.0,0.083333,0.083333,0.0,0.0,12.0
C10648,9.581344,118.6,70.0,48.6,0.0,0.0,25,3300.0,117.780082,56.500841,0.1,1.0,1.0,0.083333,0.916667,0.0,12.0
C14267,478.787453,780.38,655.74,124.64,144.37846,1.0,12,1500.0,1842.23355,217.989591,0.111111,1.0,0.5,0.416667,0.083333,0.083333,12.0
C17824,312.197634,0.0,0.0,0.0,5104.121726,8.0,0,8000.0,0.0,,0.0,0.181818,0.0,0.0,0.0,0.181818,11.0
C17832,275.240429,0.0,0.0,0.0,610.08928,5.0,0,700.0,1186.237636,189.618452,0.090909,0.909091,0.0,0.0,0.0,0.25,12.0
C16670,4021.881912,300.1,0.0,300.1,955.742173,1.0,9,6000.0,1120.837531,1243.924125,0.0,1.0,0.333333,0.0,0.25,0.083333,12.0
C14586,4976.028578,900.87,0.0,900.87,0.0,0.0,162,5500.0,92.865469,50260.75947,0.0,1.0,1.0,0.0,1.0,0.0,12.0
C11718,104.57287,937.56,630.0,307.56,0.0,0.0,13,6000.0,870.874657,179.369855,0.583333,1.0,0.666667,0.083333,0.666667,0.0,12.0
C15136,4274.488095,0.0,0.0,0.0,12527.49129,17.0,0,10500.0,9836.835644,1115.092967,0.083333,1.0,0.0,0.0,0.0,0.583333,12.0
C15544,2722.600219,0.0,0.0,0.0,234.473649,2.0,0,3000.0,638.102089,653.783205,0.0,1.0,0.0,0.0,0.0,0.083333,12.0
C14983,855.811816,1960.18,306.18,1654.0,271.838738,1.0,42,3000.0,2043.814652,324.863481,0.1,1.0,1.0,0.083333,0.916667,0.083333,12.0
C11720,75.070011,898.45,0.0,898.45,0.0,0.0,11,4000.0,743.358844,146.723712,1.0,0.9,0.9,0.0,0.8,0.0,10.0
C13437,146.647091,866.57,684.87,181.7,0.0,0.0,12,2500.0,1085.866453,119.015325,0.090909,1.0,0.5,0.333333,0.166667,0.0,12.0
C16610,710.811464,633.87,320.0,313.87,672.991175,4.0,17,1000.0,474.226839,686.170196,0.0,0.75,0.75,0.125,0.625,0.25,8.0
C18967,45.747578,0.0,0.0,0.0,201.529984,2.0,0,1200.0,491.502618,106.285,0.333333,0.363636,0.0,0.0,0.0,0.083333,12.0
C13989,39.557369,45.65,45.65,0.0,0.0,0.0,1,3000.0,831.294005,237.52827,0.0,0.363636,0.083333,0.083333,0.0,0.0,12.0
C12038,107.801738,922.64,876.3,46.34,0.0,0.0,16,9500.0,912.762084,168.173968,0.181818,1.0,1.0,1.0,0.083333,0.0,12.0
C11816,4210.323012,1210.31,139.02,1071.29,1817.321515,2.0,52,7500.0,8138.429479,1070.026829,0.083333,1.0,1.0,1.0,1.0,0.166667,12.0
C14712,151.194794,2634.7,2411.53,223.17,0.0,0.0,42,7500.0,2295.964836,103.773786,0.5,0.818182,1.0,1.0,0.363636,0.0,11.0
C11367,245.199649,2241.84,2241.84,0.0,0.0,0.0,27,6000.0,2033.297863,161.507699,0.2,1.0,0.916667,0.916667,0.0,0.0,12.0
C12736,32.915398,192.99,68.6,124.39,0.0,0.0,5,6000.0,153.983501,137.922744,0.090909,0.727273,0.333333,0.083333,0.25,0.0,12.0
C14637,86.661044,709.98,0.0,709.98,0.0,0.0,12,1000.0,727.104508,168.805075,0.166667,1.0,1.0,0.0,0.916667,0.0,12.0
C15939,473.807764,546.94,0.0,546.94,0.0,0.0,19,7000.0,1612.129418,121.996148,0.0,0.818182,1.0,0.0,1.0,0.0,12.0
C17479,1205.024103,1247.43,0.0,1247.43,0.0,0.0,41,1000.0,1314.358147,2812.820485,0.0,1.0,1.0,0.0,1.0,0.0,12.0
C17282,1155.787246,142.0,12.0,130.0,178.259834,1.0,5,1200.0,429.827489,522.914621,0.0,1.0,0.416667,0.083333,0.333333,0.083333,12.0
C11230,32.779456,212.58,160.48,52.1,279.524631,5.0,8,1500.0,338.58363,115.81103,0.2,1.0,0.5,0.333333,0.166667,0.416667,12.0
C16765,1421.169324,0.0,0.0,0.0,37.440222,2.0,0,1500.0,224.088112,481.629486,0.0,1.0,0.0,0.0,0.0,0.2,10.0
C15256,7057.524237,2761.76,163.0,2598.76,2317.636143,5.0,121,7000.0,3083.16422,8724.958739,0.0,1.0,0.916667,0.166667,0.75,0.25,12.0
C14117,99.029726,1496.87,429.27,1067.6,0.0,0.0,48,5000.0,1760.086698,164.9079,0.416667,1.0,0.916667,0.333333,0.833333,0.0,12.0
C10007,627.260806,7091.01,6402.63,688.38,0.0,0.0,64,13500.0,6354.314328,198.065894,1.0,1.0,1.0,1.0,1.0,0.0,12.0
C10318,133.911556,1446.05,544.45,901.6,0.0,0.0,16,3500.0,1364.121036,186.240772,0.833333,1.0,1.0,0.083333,1.0,0.0,12.0
C11555,5925.82931,0.0,0.0,0.0,468.344852,2.0,0,6500.0,1402.586222,2083.396706,0.0,1.0,0.0,0.0,0.0,0.166667,12.0
C12204,422.723099,344.86,344.86,0.0,0.0,0.0,4,8500.0,1499.598264,185.217625,0.0,0.727273,0.25,0.25,0.0,0.0,12.0
C13524,1965.881663,3782.09,2450.0,1332.09,0.0,0.0,11,1800.0,3988.944816,2687.313856,0.083333,1.0,0.833333,0.083333,0.666667,0.0,12.0
C11298,939.102758,0.0,0.0,0.0,3470.939551,4.0,0,4000.0,501.827788,855.39844,0.0,0.363636,0.0,0.0,0.0,0.166667,12.0
C10149,10598.46777,2084.48,1300.48,784.0,0.0,0.0,13,21500.0,3219.621433,3068.125648,0.0,1.0,0.666667,0.416667,0.583333,0.0,12.0
C15482,3028.512053,0.0,0.0,0.0,353.51025,10.0,0,3000.0,820.085077,1187.871281,0.0,1.0,0.0,0.0,0.0,0.583333,12.0
C10487,6426.639738,4462.86,2816.46,1646.4,4599.625146,11.0,103,11800.0,1793.043228,3101.01703,0.0,1.0,1.0,0.833333,0.916667,0.333333,12.0
C18747,3.364738,582.94,0.0,582.94,0.0,0.0,5,2000.0,28.013889,14.845744,0.0,0.272727,0.416667,0.0,0.416667,0.0,12.0
C11701,3272.586986,1146.57,991.58,154.99,0.0,0.0,20,12000.0,1132.705302,762.149727,0.0,1.0,1.0,1.0,0.5,0.0,12.0
C18210,110.983174,458.47,458.47,0.0,0.0,0.0,3,2000.0,414.618729,176.175087,0.0,1.0,0.25,0.25,0.0,0.0,12.0
C15678,760.884589,2940.79,2644.17,296.62,103.179579,1.0,53,11500.0,426.798145,113.262756,0.0,0.833333,0.833333,0.833333,0.333333,0.166667,6.0
C18809,1231.092907,250.0,250.0,0.0,782.610563,5.0,1,1800.0,1116.543176,409.577742,0.0,1.0,0.083333,0.083333,0.0,0.25,12.0
C12874,801.513783,1697.02,1217.02,480.0,0.0,0.0,40,5500.0,959.353093,296.563549,0.0,1.0,1.0,1.0,1.0,0.0,12.0
C18823,1283.337407,1022.41,171.6,850.81,1158.035224,5.0,16,1200.0,846.998942,1838.41015,0.0,1.0,0.875,0.125,0.75,0.25,8.0
C18356,21.181957,431.7,151.7,280.0,0.0,0.0,5,3000.0,592.236231,162.941232,1.0,0.363636,0.333333,0.083333,0.25,0.0,12.0
C16025,177.696201,2799.53,929.67,1869.86,0.0,0.0,59,3000.0,2687.141741,177.614322,0.166667,1.0,1.0,0.416667,1.0,0.0,12.0
C11586,131.459201,705.84,0.0,705.84,0.0,0.0,11,13500.0,669.589,208.164096,0.454545,1.0,0.916667,0.0,0.916667,0.0,12.0
C10537,1191.584153,4238.79,2220.39,2018.4,0.0,0.0,33,10500.0,3528.728592,287.515344,0.083333,1.0,1.0,0.5,1.0,0.0,12.0
C18921,1929.555023,621.11,621.11,0.0,6691.286753,29.0,5,6000.0,2406.905963,549.02708,0.0,1.0,0.333333,0.333333,0.0,0.666667,12.0
C15443,66.842287,908.34,723.02,185.32,0.0,0.0,14,6500.0,788.60284,177.213829,0.5,1.0,1.0,1.0,0.083333,0.0,12.0
C11257,233.393741,2346.94,1829.5,517.44,0.0,0.0,39,4500.0,2029.208283,155.235425,0.875,1.0,0.916667,0.75,0.75,0.0,12.0
C10333,6719.376505,0.0,0.0,0.0,2443.262416,7.0,0,7500.0,1493.089193,2488.976669,0.0,1.0,0.0,0.0,0.0,0.333333,12.0
C14090,423.972293,0.0,0.0,0.0,1677.787494,4.0,0,1500.0,316.450771,110.828101,0.0,0.454545,0.0,0.0,0.0,0.333333,12.0
C12390,74.34204,724.52,200.0,524.52,0.0,0.0,13,4000.0,529.362717,189.362616,0.916667,1.0,1.0,0.083333,1.0,0.0,12.0
C11139,3140.698358,1961.78,1107.29,854.49,0.0,0.0,24,6000.0,5361.346807,742.308918,0.0,1.0,1.0,0.166667,1.0,0.0,12.0
C18510,96.698289,1052.28,0.0,1052.28,0.0,0.0,23,2000.0,930.197472,180.400196,0.833333,1.0,1.0,0.0,1.0,0.0,12.0
C11996,1663.967468,0.0,0.0,0.0,2123.721395,9.0,0,2500.0,1566.483167,391.114652,0.0,1.0,0.0,0.0,0.0,0.333333,12.0
C18479,3748.676835,967.5,217.5,750.0,4420.346154,12.0,6,4000.0,2036.146258,2006.976997,0.0,1.0,0.5,0.083333,0.333333,0.5,12.0
C15287,1630.991993,578.9,0.0,578.9,145.230653,1.0,20,2500.0,574.051951,940.119465,0.0,1.0,0.666667,0.0,0.583333,0.083333,12.0
C15147,368.330629,1029.29,1029.29,0.0,0.0,0.0,6,6500.0,1393.630631,170.881343,0.0,1.0,0.416667,0.416667,0.0,0.0,12.0
C17622,1441.993476,0.0,0.0,0.0,2464.684708,5.0,0,3000.0,3206.577257,481.175275,0.0,0.909091,0.0,0.0,0.0,0.333333,12.0
C18856,0.065402,69.0,0.0,69.0,0.0,0.0,1,1500.0,506.68867,62.491042,0.0,0.090909,0.083333,0.0,0.083333,0.0,12.0
C14979,889.767658,2997.02,1823.02,1174.0,0.0,0.0,22,7000.0,2199.48968,244.279734,0.0,1.0,0.916667,0.416667,0.916667,0.0,12.0
C18175,1039.267052,0.0,0.0,0.0,3172.729359,3.0,0,3500.0,5240.282775,456.342225,0.090909,0.909091,0.0,0.0,0.0,0.166667,12.0
C16855,20.502046,53.36,0.0,53.36,0.0,0.0,3,2500.0,88.897909,144.512685,0.0,0.818182,0.25,0.0,0.166667,0.0,12.0
C10339,850.630114,0.05,0.05,0.0,1700.634586,7.0,1,1000.0,1084.281127,367.409536,0.0,1.0,0.083333,0.083333,0.0,0.333333,12.0
C17632,39.251217,1066.62,339.1,727.52,204.615371,1.0,49,3500.0,1340.881787,102.273663,0.5,1.0,0.833333,0.833333,0.916667,0.083333,12.0
C12200,273.247883,60.0,60.0,0.0,0.0,0.0,1,2300.0,111.559902,208.976648,0.0,1.0,0.083333,0.083333,0.0,0.0,12.0
C12024,3476.603507,9683.28,7253.28,2430.0,0.0,0.0,15,12500.0,6084.947427,722.986478,0.0,1.0,0.75,0.5,0.25,0.0,12.0
C16617,326.551854,2950.77,2950.77,0.0,0.0,0.0,35,4000.0,2224.274686,182.353128,0.571429,0.818182,0.583333,0.583333,0.0,0.0,12.0
C16485,1390.563775,0.0,0.0,0.0,154.241717,1.0,0,1500.0,506.958786,606.10374,0.0,1.0,0.0,0.0,0.0,0.083333,12.0
C14915,0.0,581.0,0.0,581.0,0.0,0.0,7,1000.0,692.523718,,0.0,0.0,0.583333,0.0,0.583333,0.0,12.0
C18586,142.637508,1650.0,0.0,1650.0,0.0,0.0,11,1000.0,1775.123122,177.476329,0.636364,1.0,0.916667,0.0,0.916667,0.0,12.0
C19024,2133.665075,320.0,320.0,0.0,2271.859787,9.0,2,2500.0,756.60668,1032.825027,0.0,0.9,0.1,,0.0,0.2,10.0
C16323,21.542924,0.0,0.0,0.0,1087.758564,4.0,0,1200.0,1173.576762,158.975163,0.090909,1.0,0.0,0.0,0.0,0.083333,12.0
C14034,2450.104201,0.0,0.0,0.0,657.525213,1.0,0,3000.0,692.953519,606.926044,0.0,1.0,0.0,0.0,0.0,0.083333,12.0
C14112,5561.390014,0.0,0.0,0.0,3041.330064,17.0,0,6000.0,2193.97427,1558.55294,0.0,1.0,0.0,0.0,0.0,0.5,12.0
C18764,22.322374,95.0,95.0,0.0,1162.045833,3.0,1,2500.0,4094.261427,40.142262,0.0,0.363636,0.083333,0.083333,0.0,0.166667,12.0
C11694,891.620777,0.0,0.0,0.0,159.673475,2.0,0,2000.0,593.110495,269.482212,0.0,1.0,0.0,0.0,0.0,0.166667,12.0
C10415,2025.162877,778.33,0.0,778.33,0.0,0.0,28,2000.0,1411.329676,1430.50774,0.0,1.0,0.916667,0.0,0.916667,0.0,12.0
C10846,1841.359829,2280.58,0.0,2280.58,0.0,0.0,20,1800.0,2463.113969,1947.918485,0.0,1.0,1.0,0.0,0.916667,0.0,12.0
C18655,640.510192,351.89,351.89,0.0,998.213893,4.0,7,1200.0,1899.543637,421.253268,0.2,0.777778,0.333333,0.333333,0.0,0.111111,9.0
C18591,114.007097,2514.89,2514.89,0.0,0.0,0.0,5,2000.0,979.919435,104.458857,0.0,0.636364,0.333333,0.333333,0.0,0.0,12.0
C13973,80.00717,1548.37,28.58,1519.79,0.0,0.0,21,9500.0,1105.365158,149.982961,0.7,1.0,0.916667,0.083333,0.75,0.0,12.0
C12105,1007.362008,469.92,0.0,469.92,0.0,0.0,12,1000.0,716.423692,871.852779,0.0,1.0,1.0,0.0,1.0,0.0,12.0
C13016,21.32716,309.74,0.0,309.74,0.0,0.0,19,8500.0,444.809305,142.818479,0.454545,1.0,1.0,0.0,1.0,0.0,12.0
C11530,22.794308,12.0,12.0,0.0,0.0,0.0,1,1600.0,119.909635,85.190203,0.0,0.636364,0.083333,0.083333,0.0,0.0,12.0
C15886,1184.120178,69.49,0.0,69.49,1719.993551,8.0,2,1400.0,712.25724,385.314668,0.0,1.0,0.083333,0.0,0.083333,0.5,12.0
C14612,793.167009,433.31,200.0,233.31,766.872458,5.0,8,1000.0,363.064207,430.485462,0.0,1.0,1.0,0.142857,0.857143,0.428571,7.0
C13156,929.473356,0.0,0.0,0.0,1335.247069,3.0,0,6000.0,430.236948,236.775013,0.0,1.0,0.0,0.0,0.0,0.166667,12.0
C17778,434.393219,343.5,343.5,0.0,949.910781,5.0,2,1700.0,504.635307,168.986753,0.0,1.0,0.166667,0.166667,0.0,0.166667,12.0
C12722,9226.646604,671.31,671.31,0.0,6171.934509,12.0,12,12000.0,2726.318749,3129.402094,0.0,1.0,0.5,0.5,0.0,0.5,12.0
C19033,0.275257,0.0,0.0,0.0,328.452659,1.0,0,1200.0,1145.101275,39.421396,1.0,0.2,0.0,0.0,0.0,0.1,10.0
C10226,7.56809,144.26,67.08,77.18,0.0,0.0,7,11500.0,134.710832,75.515008,0.111111,0.545455,0.333333,0.083333,0.166667,0.0,12.0
C12830,766.261051,1462.73,1100.23,362.5,0.0,0.0,26,6000.0,202.561336,195.306688,0.0,1.0,0.666667,0.5,0.416667,0.0,12.0
